x,y
212.3,486.1
212.3,486.2
212.4,486.3
212.4,486.4
212.4,486.5
212.4,486.6
212.5,486.6
212.5,486.7
212.6,486.7
212.6,486.8
212.6,486.9
212.7,486.9
212.7,487
212.7,487.1
212.7,487.2
212.7,487.3
212.7,487.4
212.7,487.5
212.7,487.6
212.7,487.7
212.7,487.8
212.7,487.9
212.7,488
212.7,488.1
212.7,488.2
212.7,488.3
212.7,488.4
212.7,488.5
212.7,488.6
212.7,488.7
212.7,488.8
212.6,488.8
212.7,488.8
212.7,488.9
212.7,489
212.6,489.1
212.7,489.1
212.7,489.2
212.6,489.2
212.6,489.3
212.6,489.4
212.6,489.5
212.6,489.6
212.5,489.6
212.5,489.7
212.6,489.7
212.6,489.8
212.6,489.9
212.7,489.9
212.8,489.9
212.9,490
212.9,490.1
213,490.1
213,490.2
213,490.3
213,490.4
212.9,490.4
212.9,490.5
212.9,490.6
212.9,490.7
212.8,490.8
212.8,490.9
212.7,490.9
212.7,491
212.6,491.1
212.6,491.2
212.6,491.3
212.6,491.4
212.7,491.4
212.7,491.5
212.6,491.5
212.6,491.6
212.6,491.7
212.6,491.8
212.5,491.9
212.5,492
212.5,492.1
212.5,492.2
212.4,492.3
212.4,492.4
212.4,492.5
212.4,492.6
212.3,492.6
212.3,492.7
212.3,492.8
212.3,492.9
212.2,492.9
212.2,493
212.1,493
212.1,493.1
212,493.2
212,493.3
212,493.4
212,493.5
212,493.6
212,493.7
211.9,493.8
211.8,493.8
211.8,493.9
211.7,494
211.6,494
211.6,494.1
211.6,494.2
211.6,494.3
211.5,494.3
211.5,494.4
211.5,494.5
211.4,494.5
211.3,494.5
211.3,494.6
211.2,494.6
211.2,494.7
211.1,494.7
211.1,494.8
211.1,494.9
211,494.9
211.1,495
211,495
211,495.1
210.9,495.2
210.9,495.3
210.8,495.3
210.7,495.4
210.7,495.5
210.6,495.5
210.6,495.6
210.5,495.7
210.6,495.7
210.6,495.8
210.6,495.9
210.5,495.9
210.5,496
210.5,496.1
210.4,496.1
210.5,496.1
210.6,496.2
210.5,496.3
210.4,496.3
210.4,496.4
210.3,496.5
210.2,496.4
210.1,496.5
210,496.5
209.9,496.5
209.9,496.6
209.8,496.6
209.8,496.5
209.7,496.5
209.7,496.6
209.7,496.7
209.8,496.7
209.8,496.8
209.8,496.9
209.7,496.9
209.7,497
209.6,497
209.5,497
209.5,497.1
209.4,497.1
209.3,497.1
209.2,497.1
209.1,497
209,497
208.9,497
208.8,497
208.8,497.1
208.7,497.1
208.7,497.2
208.6,497.2
208.5,497.2
208.4,497.2
208.3,497.2
208.3,497.3
208.2,497.4
208.1,497.4
208,497.4
207.9,497.5
207.8,497.5
207.7,497.5
207.6,497.5
207.6,497.6
207.5,497.6
207.5,497.5
207.4,497.5
207.4,497.6
207.4,497.7
207.3,497.7
207.3,497.8
207.2,497.8
207.1,497.8
207.1,497.9
207.1,498
207,498
207,498.1
207.1,498.1
207.1,498.2
207,498.2
206.9,498.2
206.9,498.1
206.8,498.1
206.8,498
206.7,498
206.7,497.9
206.6,497.9
206.5,497.9
206.4,497.9
206.3,497.9
206.3,497.8
206.2,497.8
206.1,497.9
206.1,497.8
206,497.8
206,497.7
205.9,497.7
205.9,497.6
205.8,497.6
205.8,497.5
205.8,497.4
205.7,497.3
205.7,497.2
205.6,497.2
205.6,497.1
205.6,497
205.5,497
205.4,497
205.3,496.9
205.3,497
205.3,496.9
205.2,496.9
205.1,496.9
205,496.9
204.9,496.9
204.9,497
204.8,497
204.8,497.1
204.7,497.1
204.6,497.2
204.6,497.3
204.5,497.3
204.4,497.3
204.3,497.3
204.2,497.3
204.1,497.3
204,497.3
203.9,497.3
203.9,497.4
203.8,497.4
203.7,497.4
203.7,497.3
203.6,497.3
203.5,497.4
203.5,497.5
203.5,497.6
203.4,497.6
203.4,497.7
203.4,497.8
203.5,497.8
203.5,497.9
203.5,498
203.4,498
203.4,498.1
203.3,498.2
203.2,498.3
203.2,498.4
203.2,498.5
203.2,498.6
203.2,498.7
203.2,498.8
203.2,498.9
203.1,499
203.1,499.1
203,499.1
203,499.2
202.9,499.3
202.9,499.4
202.9,499.5
202.8,499.6
202.7,499.7
202.7,499.8
202.6,499.8
202.6,499.9
202.5,499.9
202.4,499.9
202.3,499.9
202.3,499.8
202.2,499.8
202.1,499.7
202,499.7
202,499.8
201.9,499.8
201.8,499.9
201.7,499.9
201.6,499.9
201.5,499.9
201.4,499.9
201.3,499.9
201.2,499.9
201.2,500
201.1,500
201.1,500.1
201.1,500.2
201,500.2
201,500.1
200.9,500.2
200.9,500.3
200.8,500.3
200.8,500.2
200.7,500.2
200.6,500.2
200.6,500.3
200.5,500.3
200.5,500.2
200.4,500.2
200.3,500.2
200.3,500.3
200.2,500.3
200.1,500.3
200,500.3
200,500.4
199.9,500.4
199.9,500.3
199.9,500.2
199.8,500.2
199.7,500.1
199.7,500
199.8,500
199.8,499.9
199.7,499.9
199.6,499.9
199.5,499.9
199.5,499.8
199.4,499.8
199.4,499.7
199.3,499.7
199.2,499.7
199.2,499.8
199.1,499.8
199.1,499.7
199,499.7
199,499.6
198.9,499.7
198.9,499.6
198.8,499.5
198.8,499.4
198.7,499.4
198.7,499.3
198.6,499.3
198.5,499.3
198.4,499.3
198.3,499.3
198.3,499.2
198.2,499.2
198.1,499.1
198.1,499
198.1,499.1
198,499
198,498.9
197.9,498.9
197.8,498.9
197.8,498.8
197.7,498.8
197.6,498.8
197.5,498.8
197.4,498.8
197.4,498.7
197.4,498.6
197.3,498.6
197.2,498.6
197.1,498.6
197,498.6
196.9,498.6
196.8,498.6
196.7,498.6
196.6,498.6
196.6,498.5
196.5,498.5
196.5,498.6
196.4,498.6
196.3,498.6
196.2,498.6
196.1,498.6
196,498.7
195.9,498.8
195.9,498.9
195.8,498.9
195.8,499
195.7,499
195.7,499.1
195.7,499.2
195.7,499.3
195.6,499.3
195.6,499.4
195.5,499.4
195.5,499.5
195.4,499.5
195.3,499.5
195.3,499.6
195.2,499.6
195.1,499.6
195,499.6
194.9,499.7
194.9,499.6
194.9,499.7
194.8,499.7
194.8,499.8
194.7,499.8
194.6,499.8
194.6,499.9
194.5,499.9
194.4,499.9
194.3,499.9
194.3,499.8
194.3,499.7
194.2,499.7
194.1,499.7
194.1,499.6
194,499.7
193.9,499.7
193.8,499.7
193.7,499.7
193.7,499.6
193.6,499.7
193.5,499.7
193.4,499.7
193.3,499.7
193.2,499.7
193.2,499.6
193.2,499.5
193.2,499.4
193.1,499.4
193.1,499.5
193,499.5
192.9,499.5
192.9,499.6
192.8,499.5
192.8,499.6
192.7,499.6
192.6,499.6
192.6,499.7
192.5,499.7
192.5,499.8
192.4,499.8
192.4,499.9
192.3,499.9
192.2,499.9
192.1,499.9
192,499.9
191.9,499.9
191.8,499.9
191.8,500
191.7,500
191.6,500
191.5,500.1
191.4,500.1
191.3,500.1
191.3,500.2
191.2,500.2
191.1,500.2
191.1,500.3
191,500.3
190.9,500.3
190.8,500.3
190.7,500.3
190.7,500.2
190.6,500.2
190.5,500.3
190.5,500.4
190.5,500.5
190.6,500.6
190.6,500.7
190.6,500.8
190.5,500.9
190.6,500.9
190.5,501
190.5,500.9
190.4,500.9
190.3,500.9
190.2,500.8
190.2,500.9
190.1,500.9
190.1,500.8
190,500.8
189.9,500.8
189.8,500.8
189.8,500.9
189.7,500.9
189.6,500.9
189.5,500.9
189.5,501
189.4,501
189.3,501
189.3,500.9
189.2,500.9
189.1,500.9
189,500.9
189,500.8
188.9,500.8
188.9,500.7
188.8,500.7
188.8,500.6
188.7,500.6
188.6,500.5
188.6,500.6
188.6,500.5
188.5,500.5
188.5,500.4
188.4,500.4
188.5,500.3
188.4,500.3
188.3,500.3
188.3,500.2
188.2,500.1
188.1,500
188,500
188,499.9
187.9,499.9
187.8,499.9
187.8,499.8
187.7,499.8
187.6,499.8
187.6,499.7
187.5,499.7
187.5,499.6
187.4,499.6
187.4,499.5
187.3,499.5
187.3,499.4
187.2,499.4
187.1,499.4
187.1,499.5
187,499.5
186.9,499.6
186.8,499.6
186.8,499.7
186.8,499.8
186.7,499.7
186.6,499.7
186.6,499.8
186.5,499.8
186.4,499.7
186.3,499.7
186.2,499.8
186.1,499.8
186,499.8
185.9,499.8
185.9,499.7
185.8,499.7
185.8,499.6
185.7,499.6
185.6,499.5
185.6,499.4
185.6,499.3
185.5,499.3
185.4,499.3
185.3,499.3
185.2,499.3
185.2,499.2
185.1,499.2
185,499.2
184.9,499.2
184.8,499.2
184.7,499.2
184.6,499.2
184.6,499.1
184.5,499.1
184.5,499.2
184.4,499.2
184.4,499.3
184.3,499.3
184.2,499.3
184.2,499.4
184.2,499.5
184.1,499.5
184,499.6
183.9,499.6
183.8,499.6
183.7,499.7
183.6,499.7
183.5,499.8
183.4,499.8
183.4,499.9
183.3,499.9
183.3,500
183.2,500
183.1,500
183.1,500.1
183,500.1
182.9,500.1
182.9,500.2
182.9,500.1
182.8,500.1
182.7,500.2
182.7,500.3
182.6,500.3
182.5,500.3
182.5,500.4
182.4,500.4
182.4,500.5
182.3,500.5
182.3,500.4
182.2,500.4
182.1,500.4
182.1,500.3
182.1,500.2
182,500.2
182,500.3
181.9,500.3
181.8,500.3
181.7,500.4
181.6,500.4
181.6,500.5
181.5,500.5
181.5,500.6
181.4,500.6
181.4,500.7
181.4,500.8
181.3,500.8
181.3,500.9
181.3,501
181.2,501
181.2,501.1
181.1,501.1
181,501.2
181.1,501.2
181.1,501.3
181.1,501.4
181,501.4
180.9,501.4
180.8,501.4
180.8,501.5
180.7,501.5
180.6,501.5
180.6,501.4
180.6,501.3
180.6,501.2
180.5,501.2
180.5,501.1
180.4,501.1
180.3,501.1
180.2,501.1
180.2,501
180.3,500.9
180.3,500.8
180.3,500.7
180.2,500.7
180.1,500.6
180.1,500.5
180.2,500.5
180.2,500.4
180.2,500.3
180.1,500.3
180.1,500.2
180.1,500.1
180,500
180,499.9
179.9,499.9
179.9,499.8
179.9,499.7
179.8,499.7
179.8,499.6
179.7,499.6
179.6,499.5
179.6,499.4
179.7,499.4
179.7,499.3
179.6,499.3
179.6,499.2
179.6,499.1
179.7,499.1
179.8,499.1
179.8,499
179.8,498.9
179.9,498.9
179.9,498.8
179.9,498.7
179.8,498.7
179.8,498.6
179.7,498.5
179.7,498.4
179.7,498.3
179.6,498.3
179.6,498.2
179.6,498.1
179.5,498.1
179.5,498
179.4,498
179.4,497.9
179.4,497.8
179.5,497.8
179.5,497.7
179.5,497.6
179.5,497.5
179.5,497.4
179.5,497.5
179.4,497.5
179.3,497.5
179.3,497.4
179.2,497.4
179.2,497.3
179.1,497.3
179,497.3
179,497.2
178.9,497.2
178.8,497.2
178.8,497.1
178.8,497
178.9,497
178.9,496.9
178.9,496.8
178.9,496.7
179,496.7
179,496.6
178.9,496.6
178.9,496.5
178.8,496.5
178.8,496.4
178.7,496.4
178.6,496.3
178.5,496.2
178.6,496.2
178.6,496.1
178.7,496
178.8,496
178.9,496
178.9,495.9
179,495.9
179.1,495.9
179.2,495.9
179.2,495.8
179.3,495.8
179.3,495.7
179.4,495.7
179.5,495.6
179.6,495.6
179.6,495.5
179.7,495.5
179.7,495.4
179.8,495.3
179.8,495.2
179.7,495.2
179.7,495.1
179.7,495
179.6,495
179.6,494.9
179.5,494.9
179.4,494.8
179.4,494.7
179.4,494.6
179.4,494.5
179.4,494.4
179.5,494.4
179.5,494.3
179.4,494.3
179.3,494.2
179.3,494.1
179.2,494
179.2,493.9
179.2,493.8
179.2,493.7
179.1,493.7
179.1,493.6
179,493.6
179,493.5
178.9,493.5
178.9,493.4
178.8,493.4
178.8,493.3
178.8,493.2
178.8,493.1
178.7,493.1
178.6,493.1
178.5,493.1
178.5,493.2
178.4,493.2
178.4,493.1
178.3,493.1
178.3,493
178.2,493
178.3,492.9
178.3,492.8
178.3,492.7
178.3,492.6
178.3,492.5
178.4,492.5
178.4,492.4
178.5,492.4
178.5,492.3
178.5,492.2
178.6,492.1
178.7,492.1
178.6,492
178.6,491.9
178.7,491.8
178.6,491.8
178.6,491.7
178.5,491.7
178.5,491.6
178.5,491.5
178.5,491.4
178.4,491.4
178.4,491.3
178.3,491.2
178.3,491.1
178.3,491
178.2,491
178.2,490.9
178.1,490.9
178,490.9
177.9,490.9
177.9,491
177.9,491.1
177.8,491.1
177.8,491
177.7,491
177.7,490.9
177.6,490.9
177.6,490.8
177.5,490.8
177.5,490.7
177.6,490.7
177.5,490.6
177.5,490.5
177.4,490.5
177.4,490.4
177.3,490.4
177.2,490.4
177.2,490.3
177.1,490.4
177,490.4
177,490.3
176.9,490.3
176.8,490.3
176.7,490.3
176.6,490.3
176.6,490.2
176.5,490.2
176.4,490.2
176.3,490.2
176.3,490.1
176.2,490.1
176.1,490
176.1,489.9
176,489.9
176,489.8
175.9,489.8
175.9,489.7
175.8,489.7
175.8,489.6
175.7,489.6
175.7,489.5
175.6,489.4
175.6,489.3
175.5,489.3
175.4,489.3
175.3,489.3
175.3,489.2
175.2,489.2
175.1,489.2
175,489.2
174.9,489.2
174.8,489.2
174.8,489.1
174.8,489
174.7,489
174.7,488.9
174.6,488.9
174.5,488.9
174.4,489
174.3,489
174.2,489.1
174.1,489.1
174,489.2
174,489.3
173.9,489.3
173.9,489.4
173.8,489.4
173.8,489.3
173.7,489.3
173.7,489.2
173.7,489.1
173.6,489.1
173.6,489.2
173.6,489.3
173.5,489.2
173.5,489.1
173.5,489.2
173.4,489.2
173.3,489.2
173.3,489.3
173.2,489.4
173.1,489.4
173.1,489.3
173,489.3
173,489.2
173,489.3
173,489.4
172.9,489.4
172.9,489.5
172.8,489.5
172.7,489.5
172.6,489.4
172.6,489.3
172.5,489.3
172.4,489.3
172.4,489.4
172.3,489.4
172.3,489.5
172.3,489.6
172.2,489.7
172.1,489.7
172.1,489.6
172,489.6
172,489.5
172.1,489.5
172.1,489.4
172,489.4
172,489.3
171.9,489.3
171.8,489.3
171.8,489.2
171.7,489.2
171.7,489.1
171.6,489.1
171.5,489.1
171.4,489.1
171.4,489
171.3,489
171.3,488.9
171.2,488.8
171.2,488.7
171.1,488.7
171.1,488.8
171,488.8
170.9,488.8
170.8,488.8
170.8,488.9
170.8,488.8
170.7,488.8
170.6,488.8
170.5,488.8
170.4,488.8
170.3,488.8
170.3,488.7
170.2,488.7
170.1,488.7
170.1,488.6
170.2,488.6
170.3,488.6
170.3,488.5
170.2,488.4
170.2,488.5
170.1,488.5
170.1,488.4
170.1,488.5
170,488.5
170,488.6
169.9,488.7
169.8,488.7
169.7,488.7
169.6,488.7
169.5,488.8
169.5,488.7
169.4,488.7
169.5,488.6
169.4,488.5
169.5,488.4
169.4,488.4
169.4,488.3
169.3,488.3
169.3,488.2
169.3,488.3
169.2,488.3
169.2,488.2
169.2,488.1
169.2,488
169.1,488
169,487.9
168.9,487.9
168.8,487.9
168.8,487.8
168.8,487.7
168.8,487.6
168.7,487.6
168.6,487.6
168.5,487.6
168.4,487.6
168.3,487.6
168.3,487.5
168.3,487.6
168.2,487.6
168.1,487.6
168.1,487.5
168.1,487.4
168,487.4
168.1,487.4
168.1,487.5
168,487.5
167.9,487.5
167.8,487.5
167.8,487.6
167.7,487.6
167.6,487.6
167.6,487.7
167.5,487.7
167.5,487.8
167.5,487.9
167.6,487.9
167.6,488
167.6,488.1
167.5,488.1
167.5,488.2
167.4,488.2
167.4,488.1
167.3,488.1
167.2,488.1
167.1,488.2
167.1,488.3
167,488.3
166.9,488.4
166.8,488.4
166.8,488.3
166.7,488.3
166.6,488.3
166.6,488.2
166.6,488.1
166.6,488
166.6,488.1
166.5,488.1
166.4,488
166.4,487.9
166.3,487.9
166.2,487.8
166.1,487.8
166.1,487.7
166.2,487.7
166.1,487.7
166,487.7
165.9,487.7
165.9,487.6
165.8,487.6
165.8,487.7
165.8,487.6
165.7,487.6
165.6,487.6
165.5,487.6
165.4,487.6
165.4,487.7
165.3,487.6
165.2,487.6
165.1,487.6
165.1,487.7
165,487.7
165,487.6
164.9,487.6
164.9,487.5
164.9,487.4
164.8,487.4
164.7,487.4
164.6,487.4
164.5,487.4
164.4,487.4
164.4,487.5
164.3,487.5
164.2,487.5
164.2,487.6
164.1,487.6
164.1,487.7
164,487.7
163.9,487.7
163.9,487.8
163.8,487.9
163.7,487.9
163.7,488
163.7,488.1
163.6,488.1
163.6,488
163.5,488
163.4,488
163.3,488
163.3,487.9
163.2,488
163.1,488
163.1,487.9
163.1,488
163.1,488.1
163,488.1
163,488.2
163,488.3
162.9,488.3
162.9,488.4
162.9,488.5
162.9,488.6
162.9,488.7
162.9,488.8
162.9,488.9
162.8,488.9
162.7,488.9
162.6,488.9
162.6,489
162.6,489.1
162.5,489.1
162.5,489.2
162.6,489.3
162.5,489.3
162.5,489.4
162.6,489.4
162.6,489.5
162.7,489.5
162.6,489.6
162.6,489.7
162.7,489.7
162.7,489.8
162.7,489.9
162.6,489.9
162.7,489.9
162.7,490
162.6,490.1
162.7,490.1
162.7,490.2
162.7,490.3
162.8,490.2
162.8,490.3
162.9,490.4
163,490.5
162.9,490.5
162.9,490.6
163,490.6
163.1,490.7
163,490.7
163,490.8
162.9,490.8
162.9,490.9
162.8,490.9
162.7,490.9
162.6,490.9
162.7,491
162.7,491.1
162.6,491.1
162.5,491.1
162.5,491.2
162.5,491.3
162.4,491.3
162.4,491.4
162.3,491.5
162.3,491.6
162.3,491.7
162.3,491.8
162.2,491.9
162.3,491.8
162.3,491.9
162.4,491.9
162.4,492
162.5,492.1
162.5,492.2
162.5,492.1
162.6,492.1
162.6,492.2
162.7,492.2
162.8,492.2
162.8,492.3
162.8,492.4
162.8,492.5
162.8,492.6
162.7,492.6
162.7,492.7
162.6,492.7
162.5,492.7
162.4,492.7
162.3,492.7
162.3,492.8
162.4,492.8
162.4,492.9
162.4,492.8
162.5,492.9
162.6,492.9
162.7,492.9
162.7,493
162.7,493.1
162.6,493.2
162.5,493.1
162.4,493.2
162.5,493.3
162.5,493.4
162.5,493.5
162.4,493.6
162.4,493.7
162.4,493.8
162.5,493.8
162.6,493.8
162.7,493.8
162.7,493.9
162.7,494
162.8,494
162.8,494.1
162.7,494.1
162.7,494.2
162.7,494.3
162.6,494.3
162.5,494.4
162.5,494.5
162.4,494.5
162.4,494.6
162.3,494.7
162.2,494.7
162.2,494.8
162.1,494.9
162.1,495
162,495
162,494.9
162,495
161.9,495
162,495
161.9,495
161.9,495.1
162,495.1
162,495.2
161.9,495.2
161.9,495.3
161.9,495.4
161.9,495.5
162,495.5
162,495.6
161.9,495.6
161.9,495.5
161.9,495.6
161.9,495.7
161.9,495.8
161.8,495.8
161.8,495.9
161.9,495.9
161.9,496
161.9,496.1
161.8,496.1
161.8,496
161.7,496
161.7,495.9
161.6,495.8
161.6,495.7
161.5,495.7
161.5,495.6
161.5,495.5
161.4,495.5
161.4,495.4
161.3,495.4
161.3,495.3
161.2,495.3
161.2,495.2
161.1,495.2
161.1,495.1
161,495.1
161,495
160.9,495
160.9,494.9
160.8,494.9
160.8,494.8
160.8,494.7
160.7,494.7
160.7,494.6
160.6,494.6
160.5,494.6
160.5,494.5
160.4,494.5
160.4,494.4
160.3,494.4
160.3,494.3
160.2,494.3
160.2,494.2
160.1,494.2
160.1,494.1
160,494.1
160,494
159.9,494
159.9,493.9
159.8,493.9
159.8,493.8
159.7,493.8
159.6,493.8
159.5,493.8
159.4,493.7
159.4,493.6
159.3,493.6
159.3,493.5
159.2,493.5
159.1,493.5
159.1,493.4
159,493.4
159,493.5
158.9,493.5
158.8,493.5
158.8,493.4
158.7,493.4
158.7,493.3
158.7,493.2
158.6,493.2
158.5,493.2
158.4,493.2
158.3,493.2
158.2,493.2
158.1,493.2
158.1,493.3
158,493.3
158,493.4
157.9,493.4
157.9,493.5
157.8,493.5
157.8,493.6
157.8,493.7
157.7,493.7
157.6,493.7
157.6,493.6
157.5,493.6
157.5,493.5
157.4,493.5
157.4,493.4
157.3,493.3
157.3,493.2
157.2,493.2
157.1,493.2
157,493.2
157,493.1
156.9,493.1
156.8,493.1
156.7,493
156.7,493.1
156.6,493.1
156.6,493
156.5,493
156.4,493
156.4,493.1
156.3,493.1
156.2,493.1
156.2,493
156.1,493
156.1,492.9
156.1,492.8
156.1,492.7
156.1,492.6
156,492.6
156,492.5
155.9,492.5
155.8,492.5
155.8,492.4
155.8,492.5
155.8,492.6
155.7,492.6
155.7,492.5
155.6,492.5
155.5,492.5
155.4,492.5
155.3,492.5
155.2,492.5
155.1,492.5
155,492.5
155,492.4
154.9,492.4
154.8,492.4
154.8,492.3
154.7,492.3
154.7,492.2
154.7,492.1
154.6,492.1
154.6,492
154.6,491.9
154.5,491.9
154.5,491.8
154.4,491.8
154.4,491.7
154.4,491.6
154.4,491.5
154.3,491.5
154.2,491.5
154.1,491.5
154.1,491.4
154,491.4
153.9,491.4
153.8,491.4
153.8,491.3
153.7,491.3
153.7,491.2
153.6,491.2
153.6,491.1
153.6,491
153.6,490.9
153.6,490.8
153.7,490.8
153.8,490.8
153.8,490.7
153.9,490.7
154,490.7
154.1,490.7
154.1,490.6
154.1,490.5
154.2,490.4
154.1,490.3
154.1,490.2
154.1,490.1
154.1,490
154,490
154,489.9
154.1,489.8
154,489.8
154.1,489.7
154.1,489.6
154,489.6
154,489.5
154,489.4
154.1,489.4
154,489.3
154,489.2
153.9,489.2
153.9,489.1
153.8,489.1
153.8,489
153.9,489
153.9,488.9
153.9,488.8
153.8,488.8
153.8,488.7
153.9,488.7
153.9,488.6
153.9,488.5
153.9,488.4
153.9,488.3
154,488.3
153.9,488.2
153.9,488.1
153.8,488.1
153.8,488
153.8,487.9
153.7,487.9
153.7,487.8
153.7,487.7
153.7,487.6
153.7,487.5
153.7,487.4
153.7,487.3
153.8,487.3
153.8,487.2
153.8,487.1
153.8,487
153.8,486.9
153.7,486.9
153.8,486.8
153.7,486.8
153.7,486.7
153.7,486.6
153.6,486.6
153.6,486.5
153.6,486.4
153.5,486.4
153.5,486.3
153.6,486.3
153.5,486.2
153.6,486.2
153.6,486.1
153.5,486.1
153.5,486
153.5,485.9
153.5,485.8
153.4,485.7
153.4,485.6
153.4,485.5
153.3,485.5
153.3,485.4
153.2,485.4
153.1,485.3
153,485.3
152.9,485.2
152.8,485.2
152.8,485.1
152.7,485.1
152.6,485.1
152.6,485
152.5,485
152.5,484.9
152.4,484.8
152.4,484.7
152.3,484.7
152.3,484.6
152.2,484.5
152.1,484.5
152.1,484.4
152.1,484.3
152,484.3
151.9,484.2
151.8,484.2
151.8,484.1
151.7,484.1
151.7,484
151.7,483.9
151.6,483.9
151.6,483.8
151.6,483.7
151.6,483.6
151.6,483.5
151.7,483.4
151.7,483.3
151.8,483.2
151.9,483.1
152,483
152.1,482.9
152.2,482.9
152.2,482.8
152.3,482.8
152.3,482.7
152.4,482.7
152.5,482.6
152.6,482.6
152.7,482.6
152.8,482.5
152.9,482.5
153,482.5
153.1,482.5
153.2,482.5
153.2,482.4
153.2,482.3
153.2,482.2
153.2,482.1
153.3,482.1
153.3,482
153.3,481.9
153.3,481.8
153.4,481.7
153.4,481.6
153.4,481.5
153.4,481.4
153.4,481.3
153.3,481.2
153.3,481.1
153.3,481
153.4,480.9
153.4,480.8
153.4,480.7
153.3,480.7
153.3,480.6
153.2,480.5
153.1,480.4
152.8,480.1
152.6,479.9
152.5,479.8
152.4,479.7
152.4,479.6
152.3,479.6
152.3,479.5
152.2,479.5
152.2,479.4
152.2,479.3
152.1,479.3
152.1,479.2
152,479.1
152,479
152,478.9
152,478.8
151.9,478.8
151.9,478.7
151.9,478.6
151.9,478.5
151.9,478.4
151.9,478.3
151.9,478.2
151.9,478.1
152,478
152,477.9
152,477.8
152,477.7
152.1,477.6
152.1,477.5
152.1,477.4
152.1,477.3
152.2,477.2
152.2,477.1
152.3,477
152.4,476.9
152.4,476.7
152.5,476.6
152.5,476.5
152.6,476.4
152.6,476.3
152.7,476.3
152.7,476.2
152.8,476.2
152.8,476.1
152.9,476
152.9,475.9
153,475.9
153.1,475.8
153.2,475.7
153.3,475.6
153.4,475.5
153.5,475.4
153.6,475.3
153.7,475.2
153.8,475.2
153.8,475.1
153.9,475.1
154,475
154.1,475
154.1,474.9
154.2,474.9
154.3,474.9
154.4,474.8
154.5,474.8
154.6,474.8
154.7,474.8
154.8,474.8
154.9,474.8
155,474.8
155.1,474.8
155.2,474.8
155.3,474.8
155.4,474.8
155.5,474.8
155.6,474.8
155.7,474.8
155.8,474.8
156,475
156,474.9
156.1,475
156.2,475
156.3,475
156.4,475
156.5,475.1
156.6,475.1
156.7,475.1
156.8,475.1
156.9,475
157,475
157.1,475
157.2,475
157.2,474.9
157.3,474.9
157.4,474.9
157.4,474.8
157.5,474.8
157.5,474.7
157.6,474.6
157.6,474.5
157.6,474.4
157.6,474.3
157.5,474.2
157.5,474.1
157.4,474.1
157.3,474
157.3,473.9
157.3,473.8
157.3,473.7
157.4,473.7
157.4,473.6
157.5,473.6
157.5,473.5
157.6,473.5
157.7,473.5
157.7,473.4
157.8,473.4
157.9,473.4
158,473.4
158,473.3
158.1,473.3
158.2,473.3
158.3,473.2
158.4,473.2
158.4,473.1
158.5,473.1
158.5,473
158.6,473
158.6,472.9
158.7,472.8
158.7,472.7
158.8,472.7
158.8,472.6
158.8,472.5
158.9,472.4
158.9,472.3
158.9,472.2
159,472.1
159,472
159.1,471.9
159.1,471.8
159.1,471.7
159.2,471.6
159.2,471.5
159.2,471.4
159.2,471.3
159.3,471.2
159.3,471.1
159.3,471
159.4,470.9
159.4,470.8
159.4,470.7
159.4,470.6
159.5,470.5
159.5,470.4
159.6,470.4
159.7,470.3
159.8,470.3
159.9,470.3
159.9,470.2
160,470.2
160.1,470.2
160.2,470.2
160.2,470.1
160.3,470.1
160.4,470.1
160.5,470.1
160.6,470.1
160.7,470.1
160.7,470
160.8,470
160.9,470
161,470
161.1,470
161.2,470
161.3,470
161.3,469.9
161.4,469.9
161.5,469.9
161.6,469.9
161.7,469.9
161.8,469.9
161.9,469.9
