x,y
161.9,469.8
162,469.8
162.1,469.8
162.2,469.8
162.3,469.8
162.4,469.8
162.5,469.8
162.5,469.7
162.6,469.7
162.7,469.7
162.8,469.7
162.9,469.7
163,469.7
163.1,469.7
163.2,469.6
163.3,469.6
163.4,469.6
163.5,469.6
163.6,469.6
163.7,469.5
163.8,469.5
163.9,469.5
164,469.5
164.1,469.5
164.2,469.5
164.3,469.5
164.4,469.4
164.5,469.4
164.6,469.4
164.7,469.4
164.8,469.4
164.9,469.4
164.9,469.3
165,469.3
165.1,469.3
165.1,469.2
165.2,469.2
165.3,469.2
165.3,469.1
165.4,469.1
165.5,469
165.6,468.9
165.7,468.8
165.8,468.7
165.8,468.6
165.9,468.6
165.9,468.5
166,468.4
166,468.3
166.1,468.3
166.1,468.2
166.2,468.2
166.2,468.1
166.2,468
166.3,468
166.3,467.9
166.3,467.8
166.4,467.7
166.4,467.6
166.5,467.5
166.5,467.4
166.6,467.3
166.6,467.2
166.7,467.1
166.7,467
166.8,466.9
166.8,466.8
166.8,466.7
166.9,466.6
166.9,466.5
167,466.4
167,466.3
167.1,466.3
167.1,466.2
167.1,466.1
167.2,466
167.2,465.9
167.3,465.8
167.4,465.6
167.4,465.5
167.6,465.2
167.7,465
167.7,464.9
167.7,464.8
167.8,464.8
167.8,464.7
167.8,464.6
167.9,464.5
167.9,464.4
168,464.3
168.1,464.1
168.1,464
168.2,463.8
168.3,463.7
168.4,463.6
168.4,463.5
168.5,463.3
168.5,463.2
168.6,463.2
168.6,463.1
168.7,462.9
168.7,462.8
168.8,462.7
168.8,462.6
168.9,462.5
168.9,462.4
169,462.3
169,462.2
169.1,462
169.1,461.9
169.2,461.8
169.2,461.7
169.2,461.6
169.3,461.5
169.3,461.4
169.3,461.3
169.4,461.2
169.4,461.1
169.4,461
169.5,460.9
169.5,460.8
169.5,460.6
169.5,460.5
169.5,460.4
169.5,460.3
169.5,460.2
169.5,460.1
169.5,460
169.5,459.9
169.5,459.8
169.5,459.7
169.5,459.6
169.5,459.5
169.5,459.4
169.5,459.3
169.5,459.2
169.4,459.2
169.4,459.1
169.4,459
169.4,458.9
169.4,458.8
169.4,458.7
169.4,458.6
169.4,458.5
169.4,458.4
169.3,458.4
169.3,458.3
169.3,458.2
169.3,458.1
169.3,458
169.3,457.9
169.3,457.8
169.2,457.8
169.2,457.7
169.2,457.6
169.2,457.5
169.2,457.4
169.2,457.3
169.1,457.2
169.1,457.1
169.1,457
169.1,456.9
169.1,456.8
169,456.8
169,456.7
169,456.6
169,456.5
169,456.4
168.9,456.4
168.9,456.3
168.9,456.2
168.9,456.1
168.9,456
168.8,455.9
168.8,455.8
168.8,455.7
168.7,455.6
168.7,455.5
168.7,455.4
168.7,455.3
168.6,455.3
168.6,455.2
168.6,455.1
168.6,455
168.5,455
168.5,454.9
168.5,454.8
168.5,454.7
168.4,454.6
168.4,454.5
168.4,454.4
168.3,454.3
168.3,454.2
168.3,454.1
168.2,454.1
168.2,454
168.2,453.9
168.1,453.8
168.1,453.7
168.1,453.6
168.1,453.5
168,453.5
168,453.4
168,453.3
168,453.2
167.9,453.1
167.8,452.9
167.8,452.8
167.8,452.7
167.7,452.6
167.7,452.5
167.7,452.4
167.6,452.3
167.6,452.2
167.6,452.1
167.5,452.1
167.5,452
167.5,451.9
167.5,451.8
167.4,451.8
167.4,451.6
167.3,451.4
167.3,451.3
167.2,451.2
167.2,451.1
167.1,451
167.1,450.9
167.1,450.8
167,450.7
167,450.5
166.9,450.4
166.9,450.3
166.9,450.2
166.8,450.1
166.8,450
166.8,449.9
166.8,449.8
166.8,449.7
166.7,449.6
166.7,449.5
166.7,449.4
166.7,449.3
166.7,449.2
166.8,449.2
166.8,449.1
166.8,449
166.8,448.9
166.8,448.8
166.8,448.7
166.8,448.6
166.8,448.4
166.8,448.3
166.8,448.2
166.8,448.1
166.8,448
166.8,447.9
166.8,447.8
166.9,447.6
166.9,447.5
166.9,447.3
166.9,447.2
166.9,447.1
167,447
167,446.9
167,446.8
167,446.7
167,446.6
167.1,446.5
167.1,446.4
167.1,446.2
167.1,446.1
167.2,446
167.2,445.9
167.2,445.8
167.3,445.7
167.3,445.6
167.3,445.5
167.4,445.4
167.4,445.3
167.4,445.2
167.5,445.1
167.5,444.9
167.6,444.8
167.6,444.7
167.6,444.6
167.7,444.6
167.7,444.5
167.8,444.4
167.8,444.2
167.9,444.2
167.9,444.1
168,443.9
168,443.8
168.1,443.8
168.1,443.7
168.2,443.6
168.3,443.5
168.3,443.4
168.4,443.3
168.5,443.3
168.5,443.2
168.6,443.1
168.6,443
168.7,443
168.7,442.9
168.8,442.8
168.8,442.7
168.9,442.6
169,442.6
169,442.5
169.1,442.4
169.2,442.3
169.3,442.1
169.4,442
169.5,441.8
169.6,441.7
169.7,441.6
169.8,441.4
169.9,441.3
170,441.1
170.1,441
170.3,440.8
170.4,440.6
170.5,440.5
170.6,440.3
170.7,440.3
170.7,440.2
170.7,440.1
170.8,440.1
170.8,440
170.9,440
170.9,439.9
171,439.8
171.1,439.7
171.1,439.6
171.2,439.5
171.3,439.4
171.6,439
171.7,438.8
172,438.4
172.2,438.1
172.7,437.5
172.8,437.3
173.3,436.6
173.5,436.4
173.5,436.3
173.5,436.2
173.5,436.1
173.5,435.9
173.5,435.7
173.5,435.5
173.5,435.4
173.5,435.3
173.5,435.2
173.5,435.1
173.5,435
173.5,434.9
173.4,434.9
173.4,434.8
173.4,434.7
173.4,434.6
173.5,434.6
173.5,434.5
173.6,434.5
173.7,434.5
173.7,434.4
173.8,434.4
173.9,434.4
173.9,434.3
174,434.3
174,434.2
174.1,434.2
174.1,434.1
174.2,434.1
174.2,434
174.2,433.9
174.3,433.9
174.3,433.8
174.3,433.7
174.4,433.7
174.4,433.6
174.4,433.5
174.5,433.5
174.5,433.4
174.5,433.3
174.6,433.2
174.6,433.1
174.6,433
174.7,433
174.7,432.9
174.7,432.8
174.7,432.7
174.8,432.7
174.8,432.6
174.8,432.5
174.8,432.4
174.9,432.4
175,432.4
175,432.3
175.1,432.3
175.2,432.2
175.3,432.2
175.3,432.1
175.4,432.1
175.5,432.1
175.5,432
175.6,432
175.7,432
175.7,431.9
175.8,431.9
175.9,431.8
176,431.8
176,431.7
176.1,431.7
176.2,431.7
176.2,431.6
176.3,431.6
176.3,431.5
176.4,431.5
176.4,431.4
176.5,431.3
176.5,431.2
176.6,431.1
176.7,431.1
176.7,431
176.8,431
176.9,431
176.9,430.9
177,430.9
177.1,430.9
177.1,430.8
177.2,430.8
177.3,430.7
177.3,430.6
177.4,430.6
177.4,430.5
177.4,430.4
177.5,430.4
177.5,430.3
177.5,430.2
177.6,430.2
177.6,430.1
177.6,430
177.7,430
177.7,429.9
177.7,429.8
177.8,429.8
177.8,429.7
177.8,429.6
177.9,429.6
178,429.6
178,429.5
178.1,429.5
178.1,429.4
178.1,429.3
178.2,429.3
178.2,429.2
178.2,429.1
178.2,429
178.2,428.9
178.2,428.8
178.3,428.8
178.3,428.7
178.3,428.6
178.4,428.6
178.4,428.5
178.5,428.4
178.5,428.3
178.5,428.2
178.6,428.2
178.6,428.1
178.6,428
178.7,428
178.7,427.9
178.7,427.8
178.8,427.8
178.8,427.7
178.9,427.7
178.9,427.6
179,427.6
179.1,427.6
179.1,427.5
179.2,427.5
179.3,427.4
179.4,427.4
179.4,427.3
179.5,427.3
179.6,427.3
179.6,427.2
179.7,427.2
179.7,427.1
179.7,427
179.8,427
179.8,426.9
179.8,426.8
179.8,426.7
179.9,426.6
179.9,426.5
179.9,426.4
179.9,426.3
180,426.3
180,426.2
180,426.1
180,426
180.1,425.9
180.1,425.8
180.1,425.7
180.1,425.6
180.2,425.6
180.3,425.6
180.4,425.6
180.5,425.6
180.6,425.6
180.7,425.5
180.8,425.5
181,425.5
181.1,425.5
181.2,425.5
181.4,425.5
181.5,425.5
181.6,425.5
181.7,425.5
181.8,425.5
181.9,425.5
182,425.5
182.2,425.5
182.3,425.5
182.4,425.5
182.5,425.5
182.7,425.5
182.8,425.5
182.9,425.5
183,425.5
183.1,425.5
183.2,425.5
183.3,425.5
183.4,425.5
183.5,425.5
183.6,425.5
183.7,425.5
183.9,425.4
184.2,425.4
184.3,425.4
184.4,425.4
184.5,425.4
184.6,425.4
184.7,425.4
184.8,425.4
184.9,425.4
185,425.4
185.1,425.4
185.2,425.4
185.3,425.2
185.4,425.1
185.5,425
185.6,424.9
185.6,424.8
185.7,424.7
185.8,424.6
185.8,424.5
185.9,424.5
186,424.4
186,424.3
186.2,424.1
186.3,424
186.4,423.8
186.5,423.7
186.5,423.6
186.7,423.3
186.9,423.1
187,422.9
187.1,422.8
187.2,422.7
187.2,422.6
187.3,422.6
187.3,422.5
187.4,422.4
187.5,422.3
187.6,422.2
187.6,422.1
187.7,422.1
187.7,422
187.8,422
187.8,421.9
187.8,421.8
187.9,421.8
187.9,421.7
188,421.7
188.1,421.7
188.2,421.7
188.3,421.6
188.3,421.5
188.3,421.4
188.4,421.3
188.5,421.3
188.5,421.2
188.6,421.2
188.7,421.2
188.8,421.2
188.9,421.2
188.9,421.1
189,421.1
189.1,421.1
189.1,421
189.2,421
189.2,420.9
189.3,420.9
189.3,420.8
189.2,420.8
189.1,420.8
189.1,420.7
189.2,420.7
189.2,420.6
189.3,420.6
189.3,420.5
189.3,420.4
189.4,420.4
189.4,420.3
189.4,420.2
189.5,420.2
189.5,420.1
189.5,420
189.5,419.9
189.6,419.9
189.7,419.9
189.7,420
189.8,419.9
189.8,419.8
189.9,419.8
190,419.8
190.1,419.8
190.2,419.7
190.3,419.7
190.3,419.6
190.4,419.6
190.5,419.5
190.6,419.5
190.6,419.4
190.7,419.4
190.8,419.4
190.8,419.3
190.8,419.2
190.9,419.2
190.9,419.1
191,419.1
191,419
191.1,419
191.1,418.9
191.2,418.9
191.3,418.8
191.4,418.8
191.5,418.8
191.6,418.8
191.7,418.7
191.8,418.6
191.9,418.6
192,418.6
192.1,418.6
192.2,418.6
192.3,418.6
192.4,418.6
192.5,418.6
192.6,418.6
192.6,418.7
192.7,418.7
192.8,418.7
192.8,418.8
192.9,418.8
192.9,418.9
193,418.9
193.1,418.9
193.2,418.9
193.2,418.8
193.2,418.7
193.3,418.7
193.3,418.6
193.4,418.6
193.5,418.6
193.6,418.6
193.7,418.6
193.8,418.6
193.9,418.6
194,418.6
194.1,418.6
194.1,418.5
194.2,418.5
194.3,418.5
194.4,418.5
194.5,418.5
194.6,418.6
194.7,418.6
194.8,418.6
194.9,418.6
195,418.6
195.1,418.6
195.2,418.6
195.3,418.6
195.4,418.6
195.5,418.6
195.6,418.6
195.7,418.6
195.8,418.6
195.9,418.6
196,418.6
196.1,418.6
196.2,418.6
196.3,418.6
196.4,418.6
196.5,418.6
196.6,418.6
196.7,418.7
196.8,418.7
196.9,418.7
197,418.7
197,418.8
197.1,418.8
197.2,418.9
197.2,419
197.2,418.9
197.3,418.9
197.3,418.8
197.4,418.8
197.5,418.8
197.5,418.7
197.6,418.7
197.6,418.6
197.7,418.6
197.7,418.5
197.8,418.5
197.9,418.5
197.9,418.4
198,418.4
198.1,418.4
198.2,418.4
198.3,418.3
198.3,418.2
198.4,418.2
198.5,418.1
198.5,418
198.6,418
198.6,417.9
198.6,417.8
198.7,417.8
198.7,417.7
198.8,417.6
198.9,417.5
198.9,417.4
199,417.4
199,417.3
199,417.2
199.1,417.2
199.2,417.2
199.2,417.1
199.3,417.1
199.4,417
199.4,416.9
199.5,416.9
199.5,416.8
199.5,416.7
199.6,416.7
199.7,416.7
199.8,416.6
199.9,416.6
200,416.6
200,416.5
200,416.4
200.1,416.4
200.1,416.3
200.2,416.3
200.3,416.3
200.3,416.2
200.4,416.2
200.5,416.1
200.6,416.1
200.7,416.1
200.8,416.1
200.9,416.1
200.9,416
201,416
201.1,416
201.2,416
201.3,416
201.4,415.9
201.5,415.9
201.6,415.9
201.7,415.9
201.8,415.9
201.8,416
201.9,416
202,416
202.1,416
202.2,416
202.2,416.1
202.3,416.1
202.4,416.1
202.5,416.2
202.6,416.2
202.7,416.2
202.7,416.3
202.8,416.3
202.9,416.3
202.9,416.4
203,416.4
203.1,416.5
203.2,416.5
203.2,416.6
203.3,416.6
203.3,416.7
203.4,416.7
203.4,416.8
203.5,416.8
203.5,416.9
203.6,417
203.6,417.1
203.7,417.1
203.7,417.2
203.8,417.2
203.8,417.3
203.8,417.4
203.9,417.4
204,417.4
204.1,417.4
204.2,417.5
204.3,417.5
204.4,417.5
204.5,417.6
204.6,417.6
204.7,417.6
204.7,417.7
204.8,417.7
204.9,417.7
204.9,417.8
205,417.8
205,417.7
205,417.6
205,417.5
204.9,417.5
204.9,417.4
204.9,417.3
204.9,417.2
205,417.2
205,417.1
205,417
205,416.9
204.9,416.9
205,416.8
205,416.7
205,416.6
205,416.5
205.1,416.4
205.1,416.3
205.2,416.3
205.2,416.2
205.2,416.1
205.3,416.1
205.3,416
205.4,416
205.4,415.9
205.5,415.9
205.5,415.8
205.5,415.7
205.5,415.6
205.6,415.6
205.6,415.5
205.7,415.4
205.7,415.3
205.8,415.3
205.9,415.3
206,415.3
206.1,415.3
206.1,415.2
206.2,415.2
206.3,415.2
206.3,415.1
206.3,415
206.3,414.9
206.3,414.8
206.4,414.8
206.4,414.7
206.4,414.6
206.4,414.5
206.3,414.5
206.3,414.4
206.3,414.3
206.4,414.3
206.4,414.2
206.5,414.2
206.5,414.1
206.6,414.1
206.6,414.2
206.7,414.2
206.7,414.3
206.8,414.3
206.8,414.4
206.9,414.5
207,414.5
207.1,414.5
207.2,414.5
207.2,414.6
207.3,414.6
207.3,414.7
207.4,414.7
207.5,414.7
207.6,414.8
207.6,414.9
207.7,414.9
207.6,415
207.5,415
207.5,415.1
207.5,415.2
207.5,415.3
207.6,415.3
207.6,415.4
207.5,415.5
207.6,415.6
207.7,415.6
207.7,415.7
207.8,415.7
207.9,415.7
207.9,415.8
208,415.8
208,415.9
208,416
208.1,416
208.1,416.1
208.1,416.2
208.2,416.3
208.3,416.3
208.4,416.3
208.4,416.4
208.4,416.5
208.5,416.5
208.5,416.6
208.6,416.6
208.6,416.7
208.5,416.7
208.5,416.8
208.5,416.9
208.6,416.9
208.6,417
208.7,417
208.7,417.1
208.8,417.1
208.8,417
208.9,417
208.9,416.9
209,416.9
209.1,416.9
209.1,416.8
209.2,416.8
209.3,416.8
209.4,416.8
209.5,416.8
209.6,416.8
209.7,416.8
209.8,416.8
209.9,416.8
209.9,416.9
209.9,417
209.8,417
209.8,417.1
209.8,417.2
209.8,417.3
209.8,417.4
209.8,417.5
209.8,417.6
209.8,417.7
209.8,417.8
209.8,417.9
209.8,418
209.8,418.1
209.8,418.2
209.9,418.2
209.9,418.3
209.9,418.4
209.9,418.5
209.9,418.6
209.9,418.7
209.9,418.8
209.9,418.9
209.9,419
209.9,419.1
209.9,419.2
209.9,419.3
210,419.3
210,419.4
210,419.5
210,419.6
210,419.7
210,419.8
210.1,419.8
210.1,419.9
210.1,420
210.2,420
210.2,420.1
210.1,420.2
210.1,420.3
210.1,420.4
210.1,420.5
210.1,420.6
210.1,420.7
210.1,420.8
210.2,420.8
210.2,420.9
210.3,420.9
210.3,421
210.4,421
210.4,421.1
210.3,421.1
210.3,421.2
210.3,421.3
210.4,421.3
210.4,421.4
210.4,421.5
210.4,421.6
210.5,421.7
210.5,421.8
210.5,421.9
210.5,422
210.5,422.1
210.5,422.2
210.5,422.3
210.6,422.3
210.6,422.4
210.6,422.5
210.7,422.5
210.7,422.6
210.8,422.6
210.8,422.7
210.9,422.7
211,422.7
211,422.8
211.1,422.8
211.1,422.9
211.1,423
211.2,423
211.2,423.1
211.2,423.2
211.3,423.2
211.3,423.3
211.3,423.4
211.4,423.4
211.4,423.5
211.5,423.6
211.5,423.7
211.6,423.7
211.6,423.8
211.6,423.9
211.7,423.9
211.7,424
211.8,424
211.9,424
212,424
212.1,424
212.1,423.9
212.2,423.9
212.3,423.9
212.4,423.8
212.5,423.8
212.5,423.7
212.6,423.7
212.6,423.6
212.7,423.6
212.7,423.5
212.8,423.5
212.9,423.4
213,423.4
213.1,423.4
213.1,423.3
213.2,423.3
213.3,423.3
213.4,423.3
213.4,423.2
213.5,423.2
213.6,423.2
213.7,423.1
213.8,423.1
213.9,423.1
213.9,423
214,423
214.1,423
214.2,423
214.2,422.9
214.3,422.9
214.4,422.9
214.5,422.9
214.6,422.9
214.7,422.9
214.7,422.8
214.8,422.8
214.9,422.8
215,422.8
215,422.7
215.1,422.7
215.2,422.7
215.3,422.7
215.3,422.6
215.4,422.6
215.4,422.5
215.5,422.5
215.6,422.5
215.6,422.4
215.7,422.4
215.7,422.3
215.8,422.3
215.9,422.2
216,422.2
216.1,422.2
216.2,422.2
216.2,422.1
216.3,422.1
216.3,422
216.4,422
216.4,421.9
216.5,421.9
216.5,421.8
216.5,421.7
216.5,421.6
216.6,421.6
216.6,421.5
216.6,421.4
216.7,421.3
216.7,421.2
216.8,421.1
216.9,421.1
217,421.1
217,421
217.1,421
217.1,420.9
217.2,420.9
217.2,420.8
217.3,420.7
217.3,420.6
217.3,420.5
217.4,420.5
217.4,420.4
217.5,420.4
217.6,420.4
217.7,420.3
217.8,420.3
217.9,420.3
217.9,420.2
218,420.2
218,420.3
218.1,420.3
218.2,420.3
218.2,420.4
218.3,420.4
218.4,420.4
218.5,420.4
218.5,420.5
218.6,420.5
218.7,420.5
218.7,420.6
218.8,420.6
218.8,420.7
218.9,420.8
219,420.8
219,420.9
219.1,420.9
219.2,420.9
219.3,420.9
219.3,421
219.4,421
219.5,421.1
219.6,421.1
219.7,421.1
219.7,421
219.7,420.9
219.7,420.8
219.7,420.7
219.8,420.7
219.8,420.6
219.8,420.5
219.7,420.5
219.7,420.4
219.7,420.3
219.7,420.2
219.7,420.1
219.7,420
219.7,419.9
219.6,419.9
219.6,419.8
219.6,419.7
219.6,419.6
219.6,419.5
219.6,419.4
219.6,419.3
219.5,419.2
219.6,419.2
219.7,419.2
219.8,419.2
219.8,419.1
219.9,419.1
220,419.1
220.1,419.1
220.1,419
220.2,419
220.3,419
220.4,419
220.4,418.9
220.5,418.9
220.6,418.9
220.6,418.8
220.6,418.7
220.6,418.6
220.6,418.5
220.6,418.4
220.6,418.3
220.6,418.2
220.7,418.2
220.7,418.1
220.8,418.1
220.9,418.1
220.9,418
221,418
221.1,418
221.2,418
221.2,417.9
221.2,417.8
221.3,417.8
221.4,417.8
221.5,417.8
221.6,417.8
221.6,417.9
221.7,417.9
221.8,417.9
221.9,417.9
222,417.9
222.1,417.9
222.1,418
222.2,418
222.3,418
222.3,417.9
222.4,417.9
222.4,417.8
222.5,417.8
222.5,417.7
222.6,417.8
222.7,417.8
222.7,417.9
222.8,417.9
222.9,417.9
223,418
223.1,418.1
223.1,418.2
223.2,418.2
223.2,418.3
223.2,418.4
223.3,418.4
223.3,418.5
223.4,418.5
223.5,418.4
223.6,418.4
223.6,418.5
223.6,418.4
223.7,418.4
223.7,418.3
223.7,418.2
223.7,418.1
223.7,418
223.7,417.9
223.7,417.8
223.7,417.7
223.8,417.6
223.9,417.6
223.9,417.5
223.9,417.4
223.9,417.3
224,417.2
224.1,417.2
224.2,417.2
224.3,417.2
224.4,417.2
224.5,417.1
224.5,417
224.5,416.9
224.5,416.8
224.6,416.8
224.6,416.7
224.7,416.7
224.7,416.6
224.8,416.6
224.9,416.5
225,416.5
225.1,416.5
225.2,416.5
225.3,416.5
225.3,416.6
225.3,416.5
225.4,416.5
225.5,416.5
225.6,416.5
225.7,416.4
225.8,416.4
225.9,416.4
225.9,416.3
226,416.3
226.1,416.3
226.2,416.3
226.2,416.2
226.3,416.2
226.2,416.1
226.2,416
226.1,416
226.1,415.9
226,415.9
226,415.8
226,415.7
225.9,415.7
225.9,415.6
225.9,415.5
225.9,415.4
226,415.3
226,415.2
226,415.1
225.9,415.1
225.9,415
225.9,414.9
225.9,414.8
225.8,414.7
225.9,414.6
225.9,414.5
226,414.5
226,414.4
226.1,414.4
226.1,414.3
226.1,414.2
226.1,414.1
226.1,414
226.2,414
226.2,413.9
226.3,413.9
226.4,413.9
226.4,413.8
226.5,413.8
226.6,413.8
226.6,413.7
226.5,413.7
226.5,413.6
226.5,413.5
226.5,413.4
226.5,413.3
226.5,413.2
226.4,413.1
226.4,413
226.4,412.9
226.4,412.8
226.4,412.7
226.4,412.6
226.4,412.5
226.4,412.4
226.4,412.3
226.4,412.2
226.4,412.1
226.5,412.1
226.6,412
226.7,412
226.8,412
226.9,412
227,412
227.1,412
227.2,412
227.3,412
227.3,412.1
227.3,412.2
227.4,412.2
227.4,412.3
227.4,412.4
227.5,412.5
227.5,412.6
227.6,412.6
227.7,412.6
227.8,412.6
227.9,412.6
227.9,412.5
227.9,412.4
227.9,412.3
227.9,412.2
227.9,412.1
227.9,412.2
228,412.2
228,412.1
228.1,412.1
228.2,412.1
228.3,412.1
228.4,412.1
228.4,412.2
228.5,412.2
228.6,412.3
228.6,412.2
228.7,412.2
228.7,412.1
228.7,412
228.7,411.9
228.8,411.9
228.8,411.8
228.9,411.8
229,411.8
229.1,411.7
229.1,411.6
229.2,411.6
229.2,411.5
229.2,411.4
229.3,411.4
229.3,411.3
229.4,411.3
229.4,411.2
229.5,411.2
229.5,411.1
229.6,411.1
229.7,411.1
229.7,411
229.8,411
229.8,410.9
229.9,410.8
229.9,410.7
230,410.6
230.1,410.5
230.2,410.5
230.2,410.4
230.3,410.4
230.4,410.4
230.4,410.3
230.5,410.3
230.5,410.2
230.5,410.1
230.6,410.1
230.6,410
230.6,409.9
230.6,409.8
230.7,409.7
230.7,409.6
230.8,409.6
230.8,409.5
230.9,409.5
230.9,409.4
231,409.4
231,409.3
231.1,409.2
231.1,409.1
231.1,409
231.2,409
231.3,409
231.3,408.9
231.4,408.9
231.4,408.8
231.5,408.8
231.5,408.7
231.6,408.7
231.7,408.7
231.7,408.6
231.8,408.6
231.9,408.6
232,408.6
232,408.5
232.1,408.5
232.2,408.6
232.2,408.5
232.3,408.5
232.4,408.4
232.4,408.3
232.4,408.2
232.4,408.1
232.4,408
232.4,407.9
232.5,407.8
232.6,407.8
232.6,407.7
232.7,407.7
232.8,407.7
232.9,407.6
233,407.6
233,407.5
233.1,407.5
233.1,407.4
233.2,407.4
233.2,407.3
233.3,407.3
233.2,407.3
233.2,407.2
233.2,407.1
233.2,407
233.3,407
233.3,406.9
233.3,406.8
233.3,406.7
233.3,406.6
233.4,406.6
233.4,406.5
233.4,406.4
233.5,406.4
233.5,406.3
233.5,406.2
233.5,406.1
233.6,406.1
233.6,406
233.6,405.9
233.6,405.8
233.6,405.7
233.6,405.6
233.6,405.5
233.6,405.4
233.7,405.4
233.7,405.3
233.8,405.3
233.8,405.2
233.9,405.1
233.9,405
234,405
234,404.9
234.1,404.9
234.1,404.8
234.2,404.8
234.2,404.7
234.3,404.7
234.4,404.7
234.5,404.7
234.5,404.6
234.6,404.6
234.7,404.6
234.8,404.5
234.9,404.5
234.9,404.4
235,404.4
235,404.3
235.1,404.3
235.2,404.3
235.3,404.3
235.4,404.3
235.4,404.2
235.5,404.2
235.5,404.1
235.6,404.1
235.6,404
235.7,404
235.8,404
235.9,404
236,404
236,403.9
236.1,403.9
236.1,404
236.2,404
236.3,404
236.3,403.9
236.2,403.8
236.2,403.7
236.2,403.6
236.1,403.6
236.1,403.5
236.2,403.5
236.1,403.5
236.1,403.4
236.1,403.3
236.1,403.2
236,403.1
236.1,403.1
236,403
236,402.9
236,402.8
236,402.7
235.9,402.7
235.9,402.6
235.9,402.5
235.9,402.4
236,402.4
235.9,402.4
236,402.4
236,402.3
235.9,402.3
235.9,402.2
236,402.2
236,402.1
235.9,402.1
236,402.1
236,402
236,401.9
236.1,401.9
236.1,401.8
236,401.8
236.1,401.8
236.1,401.7
236.2,401.7
236.2,401.6
236.3,401.6
236.3,401.5
236.4,401.5
236.5,401.5
236.5,401.4
236.5,401.3
236.5,401.2
236.5,401.1
236.6,401.1
236.6,401
236.6,400.9
236.6,400.8
236.6,400.7
236.5,400.7
236.5,400.6
236.5,400.5
236.6,400.5
236.7,400.5
236.7,400.4
236.6,400.3
236.7,400.3
236.8,400.3
236.7,400.2
236.7,400.1
236.8,400.1
236.8,400.2
236.8,400.1
236.9,400.1
236.9,400
237,400
237.1,399.9
237.1,400
237.2,400
237.2,400.1
237.1,400.1
237.2,400.1
237.3,400.1
237.3,400.2
237.4,400.2
237.4,400.3
237.5,400.3
237.5,400.2
237.6,400.2
237.7,400.2
237.8,400.3
237.7,400.4
237.8,400.4
237.9,400.4
237.9,400.5
238,400.5
238,400.4
237.9,400.4
237.9,400.3
237.8,400.3
237.9,400.2
238,400.2
238,400.1
238.1,400.1
238.1,400
238.2,400
238.2,400.1
238.3,400.1
238.4,400.1
238.4,400.2
238.5,400.2
238.6,400.3
238.7,400.4
238.6,400.3
238.7,400.3
238.8,400.3
238.9,400.3
238.9,400.4
239,400.4
239,400.3
239.1,400.3
239.1,400.2
239.2,400.2
239.2,400.1
239.3,400.1
239.3,400
239.4,400
239.4,400.1
239.4,400.2
239.4,400.1
239.5,400.1
239.6,400.1
239.5,400.1
239.5,400
239.6,400
239.7,400
239.7,400.1
239.7,400
239.8,400
239.8,400.1
239.9,400.1
240,400.1
240,400
240.1,400
240.1,400.1
240.2,400.1
240.3,400.1
240.4,400.1
240.5,400.1
240.6,400.1
240.7,400.1
240.8,400.1
240.8,400.2
240.9,400.2
241,400.2
241.1,400.2
241,400.1
241.1,400.1
241.2,400.1
241.2,400
241.1,400
241.2,400
241.2,399.9
241.2,399.8
241.3,399.8
241.4,399.8
241.3,399.8
241.3,399.7
241.3,399.6
241.4,399.6
241.4,399.5
241.5,399.5
241.5,399.6
241.5,399.5
241.6,399.5
241.6,399.4
241.6,399.3
241.7,399.3
241.8,399.3
241.8,399.2
241.9,399.2
242,399.3
242,399.4
242,399.3
242.1,399.3
242.2,399.4
242.1,399.3
242.1,399.2
242.2,399.2
242.3,399.2
